Visitor_ID,Age,Gender,Accommodation_Type,Accommodation_Cost (INR),Travel_Mode,Travel_Cost (INR),Total_Trip_Cost (INR),Visit_Month,Group_Size,State_of_Origin,Trip_Duration (Days)
V32560,21,Female,Hotel,917,Horse,2166,3083,May,9,Gujarat,5
V32561,54,Female,Tent,4874,Helicopter,2886,7760,August,6,Madhya Pradesh,4
V32562,51,Female,Dharamshala,1746,Walk,0,1746,July,9,Maharashtra,1
V32563,38,Male,Dharamshala,3011,Walk,0,3011,July,2,Madhya Pradesh,1
V32564,68,Female,Dharamshala,2844,Walk,0,2844,August,10,Madhya Pradesh,3
V32565,51,Female,Hotel,3980,Walk,0,3980,August,1,Uttar Pradesh,5
V32566,48,Male,Tent,626,Walk,0,626,September,6,Madhya Pradesh,7
V32567,34,Female,Tent,3215,Helicopter,1717,4932,October,6,Uttar Pradesh,7
V32568,40,Other,Tent,3357,Horse,3994,7351,October,9,Maharashtra,5
V32569,39,Male,Hotel,3132,Palanquin,4637,7769,May,10,Uttar Pradesh,5
V32570,34,Female,Hotel,336,Walk,0,336,September,6,Madhya Pradesh,3
V32571,49,Female,Hotel,3164,Horse,2251,5415,July,4,Delhi,2
V32572,58,Male,Hotel,732,Walk,0,732,May,3,Gujarat,7
V32573,25,Male,Tent,4735,Walk,0,4735,June,10,Rajasthan,7
V32574,55,Male,Dharamshala,4687,Walk,0,4687,October,6,Gujarat,1
V32575,49,Male,Hotel,2127,Palanquin,2930,5057,July,9,Uttar Pradesh,5
V32576,42,Female,Tent,3591,Horse,2139,5730,May,2,Maharashtra,6
V32577,68,Male,Dharamshala,3527,Walk,0,3527,August,10,Madhya Pradesh,3
V32578,26,Male,Hotel,3284,Walk,0,3284,May,4,Uttar Pradesh,1
V32579,51,Male,Hotel,3739,Walk,0,3739,August,9,Maharashtra,4
V32580,61,Female,Hotel,4685,Helicopter,4985,9670,May,8,Uttar Pradesh,6
V32581,19,Female,Hotel,1982,Walk,0,1982,May,2,Gujarat,3
V32582,28,Male,Tent,3266,Walk,0,3266,August,3,Delhi,3
V32583,37,Male,Hotel,3219,Palanquin,2148,5367,September,7,Uttar Pradesh,3
V32584,65,Female,Hotel,1890,Walk,0,1890,October,3,Madhya Pradesh,5
V32585,22,Female,Hotel,3538,Helicopter,3927,7465,May,6,Rajasthan,5
V32586,67,Male,Hotel,4806,Walk,0,4806,May,1,Uttar Pradesh,4
V32587,60,Female,Dharamshala,3449,Horse,3113,6562,October,9,Maharashtra,7
V32588,67,Other,Tent,3952,Walk,0,3952,August,10,Gujarat,1
V32589,63,Male,Tent,4869,Horse,7346,12215,August,6,Rajasthan,1
V32590,18,Male,Hotel,2943,Palanquin,4389,7332,May,10,Uttar Pradesh,6
V32591,26,Female,Hotel,1227,Horse,4162,5389,May,2,Maharashtra,4
V32592,18,Female,Tent,2825,Walk,0,2825,August,9,Uttar Pradesh,6
V32593,46,Male,Hotel,3208,Walk,0,3208,June,4,Madhya Pradesh,6
V32594,49,Male,Hotel,4734,Horse,7491,12225,October,5,Maharashtra,6
V32595,25,Other,Hotel,2874,Helicopter,815,3689,July,3,Gujarat,2
V32596,20,Female,Hotel,4050,Walk,0,4050,May,4,Gujarat,4
V32597,44,Male,Hotel,4208,Helicopter,7331,11539,June,4,Delhi,6
V32598,44,Male,Hotel,3403,Palanquin,1433,4836,June,2,Rajasthan,2
V32599,52,Male,Hotel,2581,Horse,5206,7787,October,3,Uttar Pradesh,1
V32600,65,Male,Tent,2466,Walk,0,2466,September,9,Madhya Pradesh,1
V32601,64,Female,Hotel,4409,Walk,0,4409,August,9,Madhya Pradesh,6
V32602,54,Female,Tent,3936,Horse,3071,7007,May,9,Delhi,1
V32603,27,Other,Hotel,607,Walk,0,607,July,1,Madhya Pradesh,4
V32604,70,Other,Tent,1012,Walk,0,1012,May,4,Maharashtra,4
V32605,28,Female,Tent,4900,Horse,4156,9056,May,7,Gujarat,7
V32606,57,Male,Hotel,1424,Walk,0,1424,June,10,Rajasthan,2
V32607,27,Female,Tent,2873,Palanquin,4907,7780,July,4,Uttar Pradesh,2
V32608,57,Female,Hotel,4226,Helicopter,7803,12029,June,1,Rajasthan,7
V32609,70,Male,Hotel,2468,Horse,3506,5974,May,8,Uttar Pradesh,1
V32610,45,Female,Hotel,4100,Walk,0,4100,June,1,Rajasthan,7
V32611,30,Female,Hotel,4806,Walk,0,4806,September,2,Delhi,7
V32612,61,Female,Hotel,651,Horse,7414,8065,June,9,Uttar Pradesh,7
V32613,23,Other,Hotel,3845,Palanquin,242,4087,May,6,Maharashtra,4
V32614,43,Male,Dharamshala,2995,Walk,0,2995,July,7,Maharashtra,5
V32615,48,Male,Hotel,3380,Horse,1591,4971,May,4,Maharashtra,3
V32616,65,Female,Hotel,4783,Walk,0,4783,July,9,Gujarat,2
V32617,28,Female,Dharamshala,2484,Horse,1419,3903,October,10,Maharashtra,6
V32618,69,Female,Tent,1102,Walk,0,1102,October,10,Rajasthan,6
V32619,27,Male,Hotel,2224,Horse,2306,4530,May,5,Rajasthan,4
V32620,33,Female,Hotel,686,Horse,793,1479,July,1,Gujarat,3
V32621,63,Male,Tent,854,Horse,2707,3561,July,9,Maharashtra,7
V32622,44,Other,Tent,2881,Horse,6573,9454,October,6,Uttar Pradesh,6
V32623,30,Male,Hotel,4126,Horse,284,4410,May,6,Uttar Pradesh,4
V32624,30,Male,Tent,3529,Horse,5957,9486,July,2,Gujarat,6
V32625,59,Male,Hotel,1095,Walk,0,1095,June,7,Uttar Pradesh,2
V32626,43,Female,Hotel,2330,Horse,2640,4970,August,7,Madhya Pradesh,4
V32627,34,Female,Tent,4612,Walk,0,4612,May,1,Gujarat,1
V32628,66,Male,Dharamshala,2504,Walk,0,2504,October,1,Madhya Pradesh,1
V32629,61,Female,Dharamshala,4472,Walk,0,4472,May,7,Madhya Pradesh,3
V32630,34,Female,Hotel,1744,Walk,0,1744,July,1,Rajasthan,5
V32631,51,Male,Dharamshala,2812,Horse,5897,8709,May,3,Gujarat,6
V32632,58,Male,Tent,2077,Walk,0,2077,September,3,Delhi,5
V32633,66,Female,Hotel,4434,Walk,0,4434,May,7,Uttar Pradesh,7
V32634,53,Female,Hotel,2138,Horse,4642,6780,September,1,Madhya Pradesh,2
V32635,37,Male,Hotel,4464,Horse,4523,8987,August,3,Gujarat,2
V32636,69,Male,Dharamshala,798,Walk,0,798,September,2,Rajasthan,7
V32637,48,Male,Tent,1532,Horse,7305,8837,September,4,Rajasthan,1
V32638,51,Male,Hotel,4211,Walk,0,4211,June,8,Maharashtra,6
V32639,59,Other,Tent,4515,Walk,0,4515,June,2,Gujarat,2
V32640,42,Male,Dharamshala,549,Horse,6733,7282,August,6,Uttar Pradesh,1
V32641,42,Other,Tent,4291,Horse,4842,9133,July,9,Uttar Pradesh,2
V32642,51,Other,Hotel,4235,Walk,0,4235,May,9,Madhya Pradesh,1
V32643,23,Male,Tent,2768,Palanquin,4422,7190,June,8,Uttar Pradesh,3
V32644,25,Male,Tent,897,Helicopter,3437,4334,October,1,Rajasthan,4
V32645,38,Female,Hotel,853,Walk,0,853,July,8,Delhi,2
V32646,48,Female,Hotel,4522,Horse,2398,6920,September,8,Delhi,4
V32647,58,Female,Dharamshala,1298,Walk,0,1298,May,10,Maharashtra,6
V32648,19,Male,Tent,1793,Palanquin,3926,5719,October,7,Delhi,1
V32649,22,Female,Tent,1198,Helicopter,60,1258,August,7,Delhi,1
V32650,21,Female,Tent,4662,Horse,4380,9042,September,4,Maharashtra,1
V32651,57,Male,Hotel,4527,Horse,5228,9755,June,2,Madhya Pradesh,3
V32652,27,Male,Tent,2170,Horse,413,2583,October,9,Madhya Pradesh,4
V32653,44,Female,Hotel,438,Walk,0,438,June,4,Maharashtra,5
V32654,53,Female,Tent,4368,Horse,6969,11337,May,2,Uttar Pradesh,5
V32655,27,Male,Hotel,4877,Walk,0,4877,May,9,Rajasthan,6
V32656,41,Female,Hotel,1092,Horse,6319,7411,July,7,Rajasthan,6
V32657,58,Female,Dharamshala,1934,Horse,6689,8623,August,4,Maharashtra,1
V32658,52,Female,Hotel,694,Horse,5095,5789,October,4,Madhya Pradesh,6
V32659,61,Male,Dharamshala,4449,Horse,5115,9564,June,7,Uttar Pradesh,6
V32660,43,Female,Tent,704,Palanquin,740,1444,June,6,Delhi,2
V32661,60,Male,Hotel,4220,Palanquin,3453,7673,September,6,Rajasthan,6
V32662,28,Male,Tent,731,Walk,0,731,July,2,Maharashtra,7
V32663,62,Female,Hotel,4100,Horse,1967,6067,August,5,Rajasthan,1
V32664,43,Other,Hotel,3603,Walk,0,3603,July,4,Rajasthan,4
V32665,19,Male,Hotel,4513,Helicopter,3397,7910,May,10,Maharashtra,1
V32666,36,Male,Dharamshala,2728,Walk,0,2728,October,5,Gujarat,3
V32667,70,Female,Dharamshala,3721,Horse,5680,9401,July,6,Gujarat,4
V32668,25,Male,Dharamshala,2598,Horse,4473,7071,August,7,Delhi,1
V32669,57,Female,Hotel,4213,Walk,0,4213,June,7,Delhi,1
V32670,47,Female,Hotel,4930,Walk,0,4930,May,10,Gujarat,5
V32671,60,Male,Hotel,2026,Horse,6217,8243,May,7,Rajasthan,4
V32672,23,Female,Hotel,389,Horse,5407,5796,May,10,Maharashtra,5
V32673,64,Female,Hotel,1156,Palanquin,752,1908,October,3,Rajasthan,3
V32674,59,Male,Hotel,437,Horse,6120,6557,September,9,Rajasthan,5
V32675,27,Male,Hotel,3327,Horse,2201,5528,June,9,Maharashtra,7
V32676,47,Other,Hotel,3125,Walk,0,3125,June,10,Rajasthan,5
V32677,59,Female,Hotel,4247,Walk,0,4247,October,3,Rajasthan,6
V32678,29,Male,Hotel,3596,Walk,0,3596,August,9,Gujarat,5
V32679,33,Male,Hotel,2204,Horse,2846,5050,August,4,Rajasthan,1
V32680,41,Female,Hotel,476,Palanquin,2086,2562,August,6,Gujarat,3
V32681,57,Male,Hotel,4618,Walk,0,4618,June,6,Gujarat,5
V32682,18,Female,Dharamshala,1097,Walk,0,1097,May,10,Rajasthan,4
V32683,23,Other,Hotel,2749,Palanquin,4240,6989,July,3,Uttar Pradesh,5
V32684,43,Male,Tent,2447,Palanquin,1540,3987,October,8,Rajasthan,3
V32685,35,Male,Dharamshala,516,Horse,2197,2713,June,10,Uttar Pradesh,5
V32686,49,Male,Dharamshala,3848,Walk,0,3848,October,7,Madhya Pradesh,5
V32687,38,Male,Hotel,2270,Horse,534,2804,September,7,Delhi,2
V32688,41,Male,Hotel,1969,Horse,4424,6393,July,9,Rajasthan,6
V32689,64,Female,Tent,3857,Horse,2551,6408,May,1,Delhi,1
V32690,63,Male,Hotel,4504,Walk,0,4504,May,9,Delhi,3
V32691,45,Male,Hotel,1908,Palanquin,3151,5059,May,5,Gujarat,4
V32692,65,Male,Hotel,2585,Horse,4560,7145,October,2,Maharashtra,7
V32693,21,Male,Hotel,463,Walk,0,463,July,2,Madhya Pradesh,7
V32694,39,Male,Hotel,4543,Helicopter,1691,6234,July,2,Maharashtra,3
V32695,23,Female,Hotel,404,Horse,608,1012,September,9,Rajasthan,5
V32696,43,Male,Hotel,2598,Walk,0,2598,September,5,Rajasthan,1
V32697,35,Male,Dharamshala,1594,Helicopter,2149,3743,July,3,Rajasthan,7
V32698,39,Male,Dharamshala,3307,Walk,0,3307,October,4,Madhya Pradesh,5
V32699,57,Male,Tent,4631,Walk,0,4631,August,4,Madhya Pradesh,7
V32700,28,Male,Dharamshala,1654,Palanquin,2296,3950,July,8,Maharashtra,4
V32701,56,Other,Hotel,2707,Helicopter,4605,7312,September,3,Madhya Pradesh,7
V32702,64,Male,Tent,3606,Horse,5314,8920,August,5,Gujarat,2
V32703,36,Male,Dharamshala,3751,Palanquin,5604,9355,July,1,Madhya Pradesh,5
V32704,18,Female,Tent,3520,Horse,3942,7462,September,1,Gujarat,5
V32705,29,Male,Hotel,3130,Helicopter,1312,4442,August,8,Uttar Pradesh,3
V32706,22,Male,Hotel,1130,Walk,0,1130,June,9,Rajasthan,2
V32707,49,Male,Tent,2524,Walk,0,2524,July,1,Uttar Pradesh,6
V32708,57,Female,Tent,1337,Walk,0,1337,August,7,Gujarat,2
V32709,61,Female,Hotel,3504,Palanquin,1936,5440,July,5,Gujarat,1
V32710,44,Female,Dharamshala,4009,Walk,0,4009,July,2,Gujarat,5
V32711,42,Female,Dharamshala,2322,Palanquin,6058,8380,June,10,Madhya Pradesh,7
V32712,35,Male,Hotel,1611,Walk,0,1611,October,6,Uttar Pradesh,3
V32713,39,Male,Dharamshala,779,Horse,5469,6248,October,8,Delhi,7
V32714,24,Male,Tent,4395,Palanquin,4769,9164,October,3,Rajasthan,7
V32715,36,Male,Dharamshala,1017,Walk,0,1017,June,5,Rajasthan,5
V32716,39,Female,Hotel,3049,Walk,0,3049,September,3,Maharashtra,2
V32717,42,Other,Tent,1031,Palanquin,2601,3632,September,3,Uttar Pradesh,4
V32718,68,Male,Tent,4928,Walk,0,4928,August,6,Gujarat,4
V32719,56,Male,Hotel,2993,Palanquin,3565,6558,July,8,Madhya Pradesh,7
V32720,24,Male,Hotel,868,Walk,0,868,June,3,Delhi,7
V32721,38,Female,Dharamshala,2307,Walk,0,2307,October,2,Uttar Pradesh,3
V32722,38,Female,Dharamshala,2317,Palanquin,5987,8304,May,2,Rajasthan,7
V32723,29,Male,Hotel,2880,Walk,0,2880,August,6,Uttar Pradesh,1
V32724,65,Male,Dharamshala,1209,Walk,0,1209,September,5,Maharashtra,6
V32725,70,Male,Tent,3530,Walk,0,3530,June,8,Madhya Pradesh,7
V32726,19,Male,Hotel,4379,Palanquin,5201,9580,May,10,Madhya Pradesh,3
V32727,56,Male,Hotel,4675,Horse,49,4724,October,4,Gujarat,5
V32728,60,Male,Tent,1096,Walk,0,1096,August,2,Delhi,5
V32729,58,Male,Dharamshala,831,Walk,0,831,August,3,Delhi,7
V32730,37,Female,Dharamshala,1131,Horse,2542,3673,June,9,Delhi,4
V32731,28,Male,Dharamshala,3121,Helicopter,2032,5153,October,9,Delhi,4
V32732,67,Female,Tent,1221,Walk,0,1221,August,2,Maharashtra,6
V32733,50,Female,Hotel,1177,Horse,2922,4099,August,8,Gujarat,5
V32734,29,Female,Tent,2416,Palanquin,1675,4091,June,7,Delhi,5
V32735,34,Male,Tent,4778,Palanquin,958,5736,May,2,Madhya Pradesh,2
V32736,44,Male,Hotel,4620,Horse,1062,5682,July,9,Delhi,6
V32737,22,Female,Tent,3586,Walk,0,3586,June,3,Rajasthan,7
V32738,54,Female,Dharamshala,585,Palanquin,5017,5602,May,10,Madhya Pradesh,3
V32739,41,Male,Hotel,2823,Walk,0,2823,June,10,Uttar Pradesh,5
V32740,69,Male,Tent,1941,Horse,2022,3963,September,6,Uttar Pradesh,7
V32741,34,Female,Hotel,700,Palanquin,4458,5158,May,9,Uttar Pradesh,6
V32742,21,Female,Hotel,2305,Walk,0,2305,July,9,Rajasthan,6
V32743,70,Male,Tent,900,Walk,0,900,June,4,Madhya Pradesh,7
V32744,43,Female,Tent,2893,Palanquin,3704,6597,September,6,Delhi,3
V32745,19,Female,Tent,1356,Walk,0,1356,May,7,Uttar Pradesh,4
V32746,57,Other,Tent,3580,Horse,2386,5966,October,4,Madhya Pradesh,7
V32747,61,Male,Tent,1505,Horse,6543,8048,May,9,Maharashtra,1
V32748,54,Female,Tent,2164,Walk,0,2164,August,8,Madhya Pradesh,3
V32749,65,Male,Hotel,3244,Helicopter,7854,11098,July,8,Maharashtra,1
V32750,36,Female,Dharamshala,4435,Walk,0,4435,July,5,Uttar Pradesh,7
V32751,51,Male,Dharamshala,930,Walk,0,930,August,3,Madhya Pradesh,2
V32752,62,Other,Hotel,2046,Horse,787,2833,May,7,Rajasthan,2
V32753,67,Male,Hotel,2065,Palanquin,7335,9400,June,4,Maharashtra,3
V32754,49,Female,Hotel,4566,Walk,0,4566,August,7,Gujarat,3
V32755,39,Female,Dharamshala,4549,Walk,0,4549,July,2,Rajasthan,4
V32756,45,Female,Hotel,2216,Helicopter,1983,4199,May,5,Maharashtra,2
V32757,61,Male,Dharamshala,3173,Palanquin,3732,6905,July,5,Gujarat,5
V32758,48,Male,Tent,4577,Walk,0,4577,May,5,Madhya Pradesh,5
V32759,46,Male,Hotel,563,Horse,5046,5609,May,6,Rajasthan,7
V32760,47,Female,Hotel,1386,Palanquin,883,2269,October,3,Maharashtra,4
V32761,41,Female,Tent,1248,Palanquin,2543,3791,October,8,Gujarat,7
V32762,60,Female,Hotel,1482,Palanquin,2930,4412,September,1,Uttar Pradesh,3
V32763,26,Male,Dharamshala,1848,Horse,2479,4327,September,7,Uttar Pradesh,3
V32764,44,Male,Dharamshala,551,Walk,0,551,May,7,Madhya Pradesh,7
V32765,68,Male,Tent,893,Walk,0,893,July,1,Delhi,7
V32766,20,Male,Tent,2615,Horse,2485,5100,August,10,Maharashtra,3
V32767,50,Female,Tent,3396,Palanquin,216,3612,June,5,Delhi,2
V32768,62,Male,Hotel,2388,Walk,0,2388,June,5,Uttar Pradesh,6
V32769,37,Male,Hotel,3485,Walk,0,3485,August,7,Rajasthan,2
V32770,25,Male,Dharamshala,4922,Walk,0,4922,September,2,Gujarat,3
V32771,31,Other,Hotel,4818,Palanquin,4467,9285,June,4,Uttar Pradesh,2
V32772,25,Female,Hotel,712,Helicopter,7680,8392,May,6,Madhya Pradesh,1
V32773,54,Male,Dharamshala,2892,Helicopter,5862,8754,August,5,Maharashtra,4
V32774,68,Female,Hotel,1238,Horse,6448,7686,August,4,Delhi,4
V32775,38,Female,Dharamshala,3694,Walk,0,3694,October,4,Uttar Pradesh,6
V32776,21,Male,Hotel,786,Helicopter,5291,6077,July,1,Rajasthan,5
V32777,41,Female,Hotel,659,Walk,0,659,July,1,Rajasthan,3
V32778,62,Male,Hotel,3199,Horse,5300,8499,June,9,Uttar Pradesh,4
V32779,35,Male,Tent,3800,Walk,0,3800,August,3,Gujarat,6
V32780,51,Female,Hotel,4709,Horse,1714,6423,June,7,Delhi,2
V32781,53,Male,Tent,4574,Horse,6901,11475,July,5,Rajasthan,2
V32782,21,Male,Dharamshala,4443,Walk,0,4443,September,9,Delhi,2
V32783,65,Male,Dharamshala,2269,Horse,3916,6185,June,10,Maharashtra,2
V32784,25,Female,Dharamshala,3098,Helicopter,363,3461,August,4,Uttar Pradesh,6
V32785,46,Female,Dharamshala,1258,Walk,0,1258,July,8,Gujarat,5
V32786,37,Other,Tent,1945,Palanquin,543,2488,September,8,Rajasthan,2
V32787,24,Female,Dharamshala,351,Walk,0,351,May,8,Madhya Pradesh,1
V32788,30,Female,Hotel,1759,Walk,0,1759,August,4,Maharashtra,7
V32789,27,Male,Hotel,3143,Walk,0,3143,August,10,Delhi,1
V32790,23,Male,Hotel,3428,Walk,0,3428,May,8,Gujarat,2
V32791,28,Male,Dharamshala,4147,Walk,0,4147,July,1,Madhya Pradesh,1
V32792,51,Male,Tent,924,Walk,0,924,June,3,Uttar Pradesh,4
V32793,59,Male,Hotel,2265,Palanquin,6570,8835,September,2,Madhya Pradesh,1
V32794,29,Female,Hotel,4909,Palanquin,2672,7581,October,6,Madhya Pradesh,5
V32795,45,Female,Tent,1943,Helicopter,2736,4679,July,2,Uttar Pradesh,4
V32796,36,Male,Hotel,2128,Palanquin,5056,7184,May,1,Gujarat,3
V32797,38,Female,Hotel,952,Palanquin,6527,7479,October,7,Gujarat,7
V32798,18,Female,Hotel,2877,Palanquin,488,3365,August,8,Uttar Pradesh,7
V32799,20,Female,Hotel,2652,Horse,439,3091,October,6,Maharashtra,1
V32800,51,Female,Tent,1597,Palanquin,6503,8100,May,7,Uttar Pradesh,2
V32801,32,Other,Hotel,2960,Walk,0,2960,October,6,Maharashtra,6
V32802,44,Female,Dharamshala,682,Walk,0,682,August,8,Rajasthan,1
V32803,24,Male,Hotel,4362,Palanquin,4213,8575,June,8,Gujarat,6
V32804,23,Female,Hotel,3600,Walk,0,3600,July,10,Rajasthan,7
V32805,54,Female,Hotel,4551,Helicopter,2003,6554,June,9,Delhi,1
V32806,32,Male,Tent,3246,Horse,2605,5851,July,4,Maharashtra,7
V32807,56,Female,Tent,4905,Walk,0,4905,June,9,Uttar Pradesh,1
V32808,20,Female,Hotel,2607,Walk,0,2607,July,5,Rajasthan,6
V32809,53,Male,Hotel,3459,Walk,0,3459,June,7,Madhya Pradesh,1
V32810,49,Female,Tent,1992,Walk,0,1992,August,8,Uttar Pradesh,7
V32811,32,Male,Dharamshala,2408,Walk,0,2408,June,7,Rajasthan,6
V32812,30,Male,Tent,3409,Palanquin,7382,10791,July,5,Delhi,2
V32813,53,Male,Tent,2851,Helicopter,3577,6428,May,4,Delhi,2
V32814,26,Female,Hotel,2177,Palanquin,5538,7715,August,5,Madhya Pradesh,7
V32815,37,Female,Hotel,2498,Horse,5180,7678,September,9,Gujarat,7
V32816,43,Male,Hotel,799,Walk,0,799,August,1,Maharashtra,6
V32817,62,Male,Hotel,3512,Walk,0,3512,June,4,Delhi,3
V32818,47,Female,Tent,4268,Walk,0,4268,August,7,Delhi,7
V32819,32,Male,Dharamshala,1059,Horse,7245,8304,August,1,Maharashtra,1
V32820,65,Male,Tent,4987,Walk,0,4987,October,2,Uttar Pradesh,7
V32821,51,Female,Hotel,4113,Palanquin,5382,9495,August,8,Uttar Pradesh,7
V32822,34,Other,Hotel,1480,Horse,4971,6451,September,9,Rajasthan,1
V32823,45,Male,Tent,4397,Horse,6044,10441,August,8,Madhya Pradesh,6
V32824,54,Male,Hotel,3509,Palanquin,3066,6575,October,3,Madhya Pradesh,5
V32825,67,Other,Hotel,3154,Horse,1404,4558,June,5,Gujarat,3
V32826,32,Female,Tent,4823,Horse,4100,8923,August,7,Madhya Pradesh,6
V32827,69,Female,Hotel,1585,Palanquin,6181,7766,October,4,Madhya Pradesh,7
V32828,31,Female,Hotel,1798,Walk,0,1798,October,7,Madhya Pradesh,6
V32829,66,Female,Hotel,512,Walk,0,512,July,5,Rajasthan,5
V32830,35,Female,Dharamshala,2770,Horse,4316,7086,October,10,Rajasthan,2
V32831,40,Male,Hotel,3068,Helicopter,3403,6471,July,1,Uttar Pradesh,5
V32832,54,Other,Hotel,1182,Helicopter,4058,5240,August,9,Delhi,1
V32833,57,Male,Dharamshala,1852,Horse,685,2537,June,4,Rajasthan,2
V32834,38,Female,Tent,3053,Walk,0,3053,August,2,Uttar Pradesh,1
V32835,52,Male,Dharamshala,3153,Horse,7172,10325,August,10,Uttar Pradesh,3
V32836,63,Male,Hotel,4965,Horse,5492,10457,October,5,Madhya Pradesh,6
V32837,48,Other,Tent,1604,Palanquin,3018,4622,June,10,Delhi,2
V32838,48,Other,Tent,2438,Horse,1226,3664,August,5,Madhya Pradesh,4
V32839,56,Male,Hotel,2479,Walk,0,2479,May,6,Madhya Pradesh,2
V32840,24,Female,Tent,3072,Walk,0,3072,August,2,Maharashtra,7
V32841,27,Male,Dharamshala,3172,Walk,0,3172,September,10,Madhya Pradesh,1
V32842,66,Other,Hotel,2666,Palanquin,4919,7585,May,3,Maharashtra,1
V32843,20,Female,Hotel,4264,Walk,0,4264,July,9,Delhi,3
V32844,53,Male,Hotel,740,Helicopter,5416,6156,September,5,Madhya Pradesh,7
V32845,60,Female,Hotel,3906,Helicopter,3047,6953,May,9,Uttar Pradesh,5
V32846,24,Male,Hotel,3884,Walk,0,3884,September,10,Rajasthan,4
V32847,65,Male,Hotel,4010,Palanquin,527,4537,August,9,Madhya Pradesh,1
V32848,37,Male,Hotel,617,Horse,6887,7504,May,9,Madhya Pradesh,6
V32849,27,Female,Tent,2716,Walk,0,2716,June,1,Delhi,6
V32850,27,Male,Hotel,4123,Helicopter,6206,10329,September,3,Gujarat,4
V32851,26,Male,Hotel,3544,Helicopter,5911,9455,May,4,Delhi,3
V32852,58,Male,Hotel,2762,Walk,0,2762,July,8,Madhya Pradesh,2
V32853,59,Male,Dharamshala,3595,Horse,1534,5129,May,1,Rajasthan,1
V32854,20,Female,Hotel,550,Walk,0,550,September,2,Gujarat,6
V32855,69,Female,Tent,3346,Horse,1969,5315,July,8,Madhya Pradesh,7
V32856,59,Female,Hotel,1533,Palanquin,7380,8913,September,7,Uttar Pradesh,6
V32857,34,Female,Tent,2835,Palanquin,3490,6325,July,1,Rajasthan,3
V32858,45,Male,Tent,2177,Walk,0,2177,June,1,Madhya Pradesh,3
V32859,33,Female,Hotel,3936,Walk,0,3936,September,9,Rajasthan,1
V32860,52,Male,Hotel,1462,Horse,2414,3876,October,9,Maharashtra,5
V32861,33,Male,Hotel,2398,Horse,10,2408,July,6,Gujarat,3
V32862,66,Female,Hotel,2628,Walk,0,2628,July,4,Rajasthan,1
V32863,64,Male,Tent,1333,Walk,0,1333,October,2,Gujarat,1
V32864,20,Female,Dharamshala,4401,Walk,0,4401,July,7,Delhi,2
V32865,42,Female,Hotel,825,Walk,0,825,August,8,Delhi,5
V32866,21,Male,Hotel,1098,Horse,900,1998,June,2,Delhi,3
V32867,19,Male,Tent,4708,Walk,0,4708,August,5,Rajasthan,1
V32868,22,Female,Hotel,4901,Horse,6797,11698,May,8,Maharashtra,5
V32869,39,Male,Hotel,3027,Walk,0,3027,October,7,Gujarat,4
V32870,66,Male,Hotel,4689,Walk,0,4689,October,10,Uttar Pradesh,6
V32871,41,Male,Hotel,611,Walk,0,611,October,9,Delhi,7
V32872,66,Male,Tent,1661,Palanquin,864,2525,May,4,Gujarat,5
V32873,58,Male,Hotel,1625,Walk,0,1625,August,1,Madhya Pradesh,6
V32874,39,Female,Hotel,3886,Horse,2484,6370,July,2,Gujarat,3
V32875,25,Female,Hotel,4728,Horse,3672,8400,July,9,Gujarat,6
V32876,29,Male,Hotel,1962,Palanquin,2391,4353,August,1,Maharashtra,1
V32877,31,Male,Hotel,1899,Helicopter,608,2507,October,6,Gujarat,5
V32878,33,Male,Hotel,1548,Walk,0,1548,June,5,Uttar Pradesh,4
V32879,68,Male,Hotel,3278,Palanquin,4904,8182,May,3,Uttar Pradesh,6
V32880,39,Male,Hotel,1480,Palanquin,1348,2828,June,10,Maharashtra,5
V32881,55,Male,Hotel,2808,Walk,0,2808,August,5,Gujarat,3
V32882,65,Female,Tent,725,Helicopter,3648,4373,July,7,Uttar Pradesh,1
V32883,36,Male,Hotel,2174,Walk,0,2174,August,2,Rajasthan,3
V32884,35,Female,Dharamshala,3475,Walk,0,3475,October,9,Delhi,7
V32885,66,Female,Tent,1181,Horse,6318,7499,August,1,Madhya Pradesh,5
V32886,18,Male,Tent,740,Walk,0,740,July,9,Madhya Pradesh,3
V32887,48,Female,Dharamshala,1373,Palanquin,6666,8039,October,8,Madhya Pradesh,5
V32888,25,Female,Hotel,4619,Walk,0,4619,July,10,Madhya Pradesh,4
V32889,68,Male,Hotel,1508,Helicopter,2553,4061,October,6,Gujarat,2
V32890,66,Other,Tent,4913,Walk,0,4913,June,4,Rajasthan,3
V32891,46,Female,Dharamshala,2985,Horse,6182,9167,June,6,Gujarat,1
V32892,65,Other,Tent,3854,Walk,0,3854,September,6,Uttar Pradesh,6
V32893,57,Female,Tent,2234,Horse,3134,5368,October,7,Madhya Pradesh,6
V32894,64,Female,Hotel,3662,Horse,7907,11569,June,5,Delhi,5
V32895,62,Male,Hotel,919,Helicopter,4664,5583,August,4,Gujarat,6
V32896,26,Female,Hotel,1263,Palanquin,2321,3584,August,3,Rajasthan,6
V32897,45,Male,Tent,3406,Walk,0,3406,October,1,Gujarat,6
V32898,64,Male,Dharamshala,3014,Horse,7495,10509,October,4,Gujarat,5
V32899,41,Female,Dharamshala,2819,Horse,2495,5314,May,6,Gujarat,7
V32900,20,Female,Dharamshala,1770,Walk,0,1770,May,1,Maharashtra,1
V32901,44,Female,Dharamshala,3107,Horse,5216,8323,June,3,Delhi,2
